time,VHMO,VTPK,VPED_cos,VPED_sin,WSPD_41m,WDIR_42m_cos,WDIR_42m_sin
04-Dec-2017 18:00:00,2.13,8.33,0.941470544812038,-0.337095258423082,7.62,0.0669704810289845,-0.997754957226847
04-Dec-2017 18:30:00,2.09,8.33,0.941470544812038,-0.337095258423082,8.63,0.127064608601351,-0.99189444259003
04-Dec-2017 19:00:00,2.17,7.69,0.969872015284747,-0.243615011786023,8.56,0.0247811383077489,-0.999692900437015
04-Dec-2017 19:30:00,2.22,7.14,0.956813584057608,-0.290702193598252,10.76,0.172616794374807,-0.98498905694417
04-Dec-2017 20:00:00,2.04,8.33,0.963630453208623,-0.267238376078257,10.2,0.184809053369215,-0.982774447059331
04-Dec-2017 20:30:00,2.22,7.69,0.963630453208623,-0.267238376078257,10.73,0.0328063024361231,-0.999461728392073
04-Dec-2017 21:00:00,2.02,7.69,0.949425477641904,-0.313992455967405,11.41,0.200393999664986,-0.979715389742485
04-Dec-2017 21:30:00,2.07,10.0,0.923879532511287,-0.38268343236509,11.12,0.232426972641784,-0.972613850604944
04-Dec-2017 22:00:00,2.25,7.14,0.975534543945857,-0.219846204352837,10.17,0.150398139112827,-0.988625510368511
04-Dec-2017 22:30:00,2.18,7.14,0.941470544812038,-0.337095258423082,11.43,0.0770670605126092,-0.997025911490742
04-Dec-2017 23:00:00,2.07,7.14,0.882126866017668,-0.47101188121941,13.07,0.0946295754202305,-0.995512553138225
04-Dec-2017 23:30:00,2.3,6.25,0.817144898335129,-0.576432316169793,11.69,0.0894158105394684,-0.995994383932746
05-Dec-2017 00:00:00,2.19,7.69,0.956813584057608,-0.290702193598252,11.85,0.142110668555307,-0.989850775563046
05-Dec-2017 00:30:00,2.25,7.14,0.904082549660778,-0.427357863387193,11.7,0.121003137194473,-0.992652124759271
05-Dec-2017 01:00:00,2.31,7.69,0.914253955234264,-0.405141586779862,10.95,0.0814166593064785,-0.996680153101973
05-Dec-2017 01:30:00,2.16,6.67,0.756995055651756,-0.653420603990106,10.16,0.188924055984121,-0.981991701120997
05-Dec-2017 02:00:00,2.07,6.67,0.831954122130483,-0.554844427447999,10.05,0.145910365744225,-0.989297814193677
05-Dec-2017 02:30:00,2.05,7.14,0.904082549660778,-0.427357863387193,10.94,0.0094246384331443,-0.99995558710895
05-Dec-2017 03:00:00,2.06,6.67,0.802817475191114,-0.596224874965616,9.23,-0.120136838834647,-0.992757341929446
05-Dec-2017 03:30:00,2.14,7.14,0.788010753606722,-0.615661475325658,10.29,0.0667963389185329,-0.997766630584066
05-Dec-2017 04:00:00,2.16,7.14,0.914253955234264,-0.405141586779862,10.45,0.0326318629582591,-0.9994674389493
